estacion_origen,estacion_destino,duracion_recorrido,latitud_origen,longitud_origen,latitud_destino,longitud_destino,distancia_de_viaje
124  -  UGARTECHE,054  -  ACUNA DE FIGUEROA,711,-34.5807,-58.4125,-34.5982,-58.4219,2.127673104158507
194  -  PERON Y ACUNA DE FIGUEROA,005  -  PLAZA ITALIA,1016,-34.606,-58.4227,-34.5808,-58.4204,2.8100100413807083
057  -  BELGRANO,071  -  CERRITO,1030,-34.6134,-58.3707,-34.6026,-58.3838,1.6969254836790975
347  -  CARABOBO,219  -  PARQUE CHACABUCO II,576,-34.626,-58.4553,-34.6363,-58.4439,1.5490805668710446
008  -  CONGRESO,076  -  AYACUCHO,6339,-34.6101,-58.3891,-34.607,-58.395,0.6406099864204232
333  -  PARQUE DE LA ESTACION,086  -  SAAVEDRA,724,-34.608,-58.4118,-34.6213,-58.4018,1.7391307497968582
262  -  HOLMBERG,262  -  HOLMBERG,2076,-34.5667,-58.4791,-34.5667,-58.4791,0.0
008  -  CONGRESO,161  -  HUMAHUACA,1399,-34.6101,-58.3891,-34.6021,-58.4195,2.921012280255041
009  -  PARQUE LAS HERAS,325  -  MEDRANO,1063,-34.5855,-58.4077,-34.6094,-58.4215,2.9424690576178096
196  -  HOSPITAL ARGERICH,010  -  MADERO UCA,830,-34.6278,-58.3661,-34.617,-58.3658,1.2012189162212592
276  -  PRIMERA JUNTA,219  -  PARQUE CHACABUCO II,839,-34.6204,-58.4412,-34.6363,-58.4439,1.7851755626401404
026  -  JUANA MANSO I,030  -  PENA,1437,-34.6009,-58.3638,-34.5906,-58.3974,3.281850113108148
075  -  PLAZA PRIMERO DE MAYO,244  -  UADE,960,-34.6123,-58.3989,-34.6171,-58.3815,1.6793875072646336
086  -  SAAVEDRA,200  -  AUSTRIA Y FRENCH,1464,-34.6213,-58.4018,-34.5883,-58.4043,3.676559351263455
282  -  TRONADOR,054  -  ACUNA DE FIGUEROA,1261,-34.5841,-58.4663,-34.5982,-58.4219,4.3562255996064305
071  -  CERRITO,071  -  CERRITO,108,-34.6026,-58.3838,-34.6026,-58.3838,0.0
013  -  ONCE,024  -  ALSINA,867,-34.6101,-58.4066,-34.6108,-58.3806,2.3807165787480473
094  -  GUZMAN,364  -  CERRETTI Y MANUELA PEDRAZA,2053,-34.5917,-58.4497,-34.5691,-58.5003,5.270169632779637
373  -  JORGELINA DE SIMONE,075  -  PLAZA PRIMERO DE MAYO,640,-34.624,-58.3906,-34.6123,-58.3989,1.5064604614789054
184  -  PEDRO ECHAGUE,388  -  PLAZA JOSE C PAZ,1084,-34.6307,-58.3912,-34.64503,-58.40973,2.3265584473298855
359  -  PLAZA BALCARCE,261  -  QUINTEROS LIDORO,838,-34.5475,-58.4678,-34.5523,-58.4509,1.6372086456830415
305  -  PLAZA MARTIN RODRIGUEZ,280  -  JURAMENTO,818,-34.591,-58.5003,-34.579,-58.4841,1.9949539893091544
178  -  JOSE MARMOL,087  -  GUAYAQUIL,315,-34.6234,-58.4249,-34.6198,-58.4313,0.7093691943190283
075  -  PLAZA PRIMERO DE MAYO,184  -  PEDRO ECHAGUE,607,-34.6123,-58.3989,-34.6307,-58.3912,2.163909679984232
333  -  PARQUE DE LA ESTACION,121  -  YATAY,891,-34.608,-58.4118,-34.6008,-58.4283,1.7092377945282724
243  -  PLAZOLETA CELEDONIO FLORES,264  -  PLAZA MARCOS SASTRE,972,-34.5817,-58.4516,-34.5711,-58.4809,2.9300725962650773
181  -  BILLINGHURST Y MANSILLA,089  -  CABELLO,558,-34.5926,-58.412,-34.5825,-58.4054,1.2752709382459495
272  -  PLAZA BRUNO GIORDANO,167  -  HIPOLITO YRIGOYEN,604,-34.6159,-58.4407,-34.615,-58.4273,1.2303317158199378
276  -  PRIMERA JUNTA,076  -  AYACUCHO,1685,-34.6204,-58.4412,-34.607,-58.395,4.482797043685787
014  -  PACIFICO,103  -  MALBA,775,-34.5782,-58.4266,-34.5771,-58.403,2.1641151157026717
172  -  BRASIL,128  -  PARQUE DEL BAJO,655,-34.6254,-58.3711,-34.6052,-58.368,2.263981380337088
270  -  PLAZA DEL ANGEL GRIS,340  -  PLAZA NUEVA POMPEYA,2189,-34.6218,-58.4577,-34.6517,-58.4146,5.157725977120501
147  -  CONSTITUCION,146  -  HOSPITAL FRANCES,2166,-34.6261,-58.3793,-34.6222,-58.4077,2.6345916743591427
001  -  FACULTAD DE DERECHO,130  -  RETIRO II,517,-34.5842,-58.3905,-34.5927,-58.375,1.704866977189302
335  -  GENERAL URQUIZA,005  -  PLAZA ITALIA,696,-34.5713,-58.4119,-34.5808,-58.4204,1.3120599286345724
272  -  PLAZA BRUNO GIORDANO,266  -  PLAZA SABATTINI,411,-34.6159,-58.4407,-34.6124,-58.4433,0.45615271709304367
275  -  PLAZA 24 DE SEPTIEMBRE,303  -  HUAURA,409,-34.6071,-58.4485,-34.5973,-58.4531,1.1682151483995928
147  -  CONSTITUCION,361  -  PLAZA DON SEGUNDO SOMBRA,2032,-34.6261,-58.3793,-34.6419,-58.4507,6.764593133692293
113  -  GUATEMALA,121  -  YATAY,7848,-34.5857,-58.4251,-34.6008,-58.4283,1.7044019700554003
015  -  AMENABAR,345  -  PLAZA MAFALDA,1747,-34.5719,-58.4475,-34.5809,-58.4446,1.0353762159720317
280  -  JURAMENTO,109  -  ESTACION PUEYRREDON,791,-34.579,-58.4841,-34.5811,-58.5015,1.610003575594518
269  -  PLAZA DE LA MISERICORDIA,219  -  PARQUE CHACABUCO II,633,-34.6328,-58.4551,-34.6363,-58.4439,1.0961111763915259
114  -  DELLA PAOLERA,130  -  RETIRO II,197,-34.5949,-58.3724,-34.5927,-58.375,0.34129679852368583
391  -  PLAZA REPUBLICA DE ECUADOR,282  -  TRONADOR,1467,-34.56553,-58.41986,-34.5841,-58.4663,4.726755741577405
340  -  PLAZA NUEVA POMPEYA,049  -  33 ORIENTALES,3443,-34.6517,-58.4146,-34.6288,-58.4223,2.6420045557804115
085  -  AGUERO,208  -  NICASIO ORONO,1327,-34.5945,-58.4089,-34.5964,-58.4594,4.627272423982418
105  -  PARQUE SAAVEDRA,247  -  PLAZA LUCIO DEMARE,515,-34.5521,-58.4805,-34.5457,-58.4651,1.5797752651105892
147  -  CONSTITUCION,079  -  AZUCENA VILLAFLOR,1243,-34.6261,-58.3793,-34.612,-58.3639,2.1080894177030993
121  -  YATAY,266  -  PLAZA SABATTINI,813,-34.6008,-58.4283,-34.6124,-58.4433,1.883713281560311
334  -  CENTRO DE EXPOSICIONES,292  -  PLAZA BOLIVIA,1573,-34.5841,-58.3907,-34.5635,-58.4367,4.794252120438151
118  -  MEXICO,073  -  RUY DIAZ DE GUZMAN,1406,-34.6168,-58.4027,-34.6305,-58.3716,3.227820785332502
221  -  CULPINA,346  -  PLAZA ZAPIOLA,2085,-34.6316,-58.4663,-34.5737,-58.4743,6.479688786924133
273  -  PLAZOLETA COLOMBIA,006  -  PARQUE LEZAMA,576,-34.6377,-58.3737,-34.6282,-58.3694,1.1272337155250596
014  -  PACIFICO,058  -  MINISTRO CARRANZA,275,-34.5782,-58.4266,-34.5749,-58.4353,0.8769817597784171
175  -  PLAZA MACKENNA,105  -  PARQUE SAAVEDRA,2179,-34.5436,-58.4771,-34.5521,-58.4805,0.995131544804593
132  -  CORRIENTES,076  -  AYACUCHO,693,-34.6031,-58.3725,-34.607,-58.395,2.104434813620766
391  -  PLAZA REPUBLICA DE ECUADOR,381  -  MATIENZO Y ARCE,641,-34.56553,-58.41986,-34.5688,-58.4343,1.3712805124157532
075  -  PLAZA PRIMERO DE MAYO,075  -  PLAZA PRIMERO DE MAYO,1502,-34.6123,-58.3989,-34.6123,-58.3989,0.0
120  -  HOSPITAL RAMOS MEJIA,087  -  GUAYAQUIL,563,-34.6175,-58.4092,-34.6198,-58.4313,2.0384345966734947
012  -  PLAZA VICENTE LOPEZ,114  -  DELLA PAOLERA,642,-34.5928,-58.3888,-34.5949,-58.3724,1.5192326883724614
161  -  HUMAHUACA,122  -  COSTA RICA,451,-34.6021,-58.4195,-34.5916,-58.4204,1.17044933322028
147  -  CONSTITUCION,168  -  ESTADOS UNIDOS,557,-34.6261,-58.3793,-34.6185,-58.3815,0.8687277379133874
018  -  INDEPENDENCIA,164  -  FACULTAD DE INGENIERIA,306,-34.6176,-58.3803,-34.6173,-58.3669,1.2266789980573423
371  -  PASEO DE LAS AMERICAS,239  -  AVENIDA CRAMER,1617,-34.553,-58.4352,-34.558,-58.4673,2.9917548014212088
029  -  PARQUE CENTENARIO,381  -  MATIENZO Y ARCE,2084,-34.608,-58.4333,-34.5688,-58.4343,4.359802262707517
238  -  PLAZA LAS TOSCANERAS,238  -  PLAZA LAS TOSCANERAS,2183,-34.639,-58.5043,-34.639,-58.5043,0.0
075  -  PLAZA PRIMERO DE MAYO,112  -  9 DE JULIO,772,-34.6123,-58.3989,-34.6121,-58.3805,1.6840254471682194
215  -  HOSPITAL ALVAREZ,204  -  BIARRITZ,509,-34.6231,-58.4684,-34.6055,-58.4774,2.1232784956751707
374  -  PUAN,087  -  GUAYAQUIL,1127,-34.6221,-58.4484,-34.6198,-58.4313,1.5855064978640387
009  -  PARQUE LAS HERAS,005  -  PLAZA ITALIA,2652,-34.5855,-58.4077,-34.5808,-58.4204,1.2747078027548229
098  -  BENITO JUAREZ,207  -  PLAZA ARENALES,1570,-34.619,-58.5047,-34.6001,-58.5117,2.1970566696849496
025  -  PLAZA GUEMES,113  -  GUATEMALA,110545,-34.5898,-58.4166,-34.5857,-58.4251,0.9018290955578012
101  -  FITZ ROY,104  -  FEDERICO LACROZE,787,-34.5891,-58.4423,-34.5876,-58.4551,1.1835419083937289
116  -  HOSPITAL ALEMAN,124  -  UGARTECHE,548,-34.5921,-58.4028,-34.5807,-58.4125,1.5476955081181454
111  -  MACACHA GUEMES,093  -  CARLOS CALVO,2874,-34.6048,-58.3639,-34.6207,-58.3944,3.3040250612931596
045  -  URUGUAY,030  -  PENA,669,-34.6022,-58.3866,-34.5906,-58.3974,1.6251080067665125
151  -  AIME PAINE,144  -  PUEYRREDON,4399,-34.612,-58.3615,-34.6021,-58.4061,4.227664797212225
014  -  PACIFICO,160  -  GODOY CRUZ Y LIBERTADOR,251,-34.5782,-58.4266,-34.5728,-58.4207,0.8076728992258282
298  -  PLAZA DR. JUAN B. TERAN,201  -  PLAZA EJERCITO DE LOS ANDES,946,-34.6216,-58.5198,-34.6391,-58.5101,2.1387453277450454
022  -  ARENALES,064  -  RIOBAMBA,515,-34.5943,-58.3828,-34.594,-58.3945,1.0714793052410563
010  -  MADERO UCA,152  -  JULIETA LANTERI,1420,-34.617,-58.3658,-34.6181,-58.36,0.5446652300202399
147  -  CONSTITUCION,120  -  HOSPITAL RAMOS MEJIA,1364,-34.6261,-58.3793,-34.6175,-58.4092,2.8982900559155302
266  -  PLAZA SABATTINI,029  -  PARQUE CENTENARIO,520,-34.6124,-58.4433,-34.608,-58.4333,1.0377454096679222
010  -  MADERO UCA,111  -  MACACHA GUEMES,1577,-34.617,-58.3658,-34.6048,-58.3639,1.3676764704767146
345  -  PLAZA MAFALDA,160  -  GODOY CRUZ Y LIBERTADOR,1014,-34.5809,-58.4446,-34.5728,-58.4207,2.3662610614437756
097  -  AVELINO DIAZ,074  -  INSTITUTO LELOIR,1231,-34.6353,-58.4275,-34.6046,-58.4348,3.478428044367963
162  -  LARREA Y BARTOLOME MITRE,174  -  MINISTERIO DE EDUCACION,917,-34.609,-58.4019,-34.5972,-58.3918,1.6050326921796216
050  -  HOSPITAL RIVADAVIA,025  -  PLAZA GUEMES,855,-34.5836,-58.4012,-34.5898,-58.4166,1.5693068938149715
152  -  JULIETA LANTERI,032  -  CATEDRAL,657,-34.6181,-58.36,-34.6072,-58.3735,1.7307035876367072
393  -  BARRIO 31,200  -  AUSTRIA Y FRENCH,1486,-34.58309,-58.37782,-34.5883,-58.4043,2.492358649225479
061  -  MINISTERIO DE ECONOMIA,111  -  MACACHA GUEMES,303,-34.6088,-58.3707,-34.6048,-58.3639,0.7649446651207168
066  -  BILLINGHURST,233  -  MONROE,1649,-34.5947,-58.4139,-34.5641,-58.4698,6.145605720724513
199  -  ESTADOS UNIDOS Y BOEDO,383  -  BOEDO Y VENEZUELA,1331,-34.6224,-58.4158,-34.6171,-58.4169,0.5978674168725655
001  -  FACULTAD DE DERECHO,056  -  PLAZA PALERMO VIEJO,2818,-34.5842,-58.3905,-34.5887,-58.4262,3.306187876786936
352  -  SAN JOSE DE FLORES,309  -  UTN II,5128,-34.6289,-58.4627,-34.6605,-58.4676,3.542235716286117
200  -  AUSTRIA Y FRENCH,174  -  MINISTERIO DE EDUCACION,697,-34.5883,-58.4043,-34.5972,-58.3918,1.5128077437322471
379  -  PARQUE SARMIENTO II,379  -  PARQUE SARMIENTO II,2299,-34.5645,-58.5029,-34.5645,-58.5029,0.0
171  -  PASTEUR,008  -  CONGRESO,657,-34.603,-58.3996,-34.6101,-58.3891,1.2436867384392956
135  -  MARCELO T. DE ALVEAR,035  -  INGENIERO BUTTY,1744,-34.5975,-58.3784,-34.5962,-58.3718,0.6211654384386553
394  -  AV. LA PLATA,219  -  PARQUE CHACABUCO II,835,-34.64408,-58.42212,-34.6363,-58.4439,2.172224176312966
055  -  HABANA,300  -  JOSE ARTIGAS,642,-34.5865,-58.4949,-34.5903,-58.467,2.588721334086318
169  -  FACULTAD DE PSICOLOGIA,162  -  LARREA Y BARTOLOME MITRE,928,-34.6118,-58.4117,-34.609,-58.4019,0.9493724812242895
041  -  PARQUE PATRICIOS II,155  -  PARQUE JOSE EVARISTO URIBURU,304,-34.6374,-58.4057,-34.6381,-58.4112,0.5091629719129854
059  -  CORONEL DIAZ,113  -  GUATEMALA,693,-34.5902,-58.4116,-34.5857,-58.4251,1.333272844227483
147  -  CONSTITUCION,008  -  CONGRESO,813,-34.6261,-58.3793,-34.6101,-58.3891,1.9923570158072386
001  -  FACULTAD DE DERECHO,130  -  RETIRO II,1056,-34.5842,-58.3905,-34.5927,-58.375,1.704866977189302
152  -  JULIETA LANTERI,186  -  MANZANA 66,1250,-34.6181,-58.36,-34.6135,-58.4061,4.2495603755469595
182  -  RAVIGNANI Y GUATEMALA,243  -  PLAZOLETA CELEDONIO FLORES,620,-34.5781,-58.4351,-34.5817,-58.4516,1.5627267360733161
161  -  HUMAHUACA,008  -  CONGRESO,1114,-34.6021,-58.4195,-34.6101,-58.3891,2.921012280255041
325  -  MEDRANO,163  -  ONCE II,361,-34.6094,-58.4215,-34.6088,-58.4061,1.410964027148664
164  -  FACULTAD DE INGENIERIA,152  -  JULIETA LANTERI,4896,-34.6173,-58.3669,-34.6181,-58.36,0.6376480834314248
199  -  ESTADOS UNIDOS Y BOEDO,278  -  DONATO ALVAREZ,2051,-34.6224,-58.4158,-34.6021,-58.4655,5.07762141242602
364  -  CERRETTI Y MANUELA PEDRAZA,281  -  VILLA URQUIZA,755,-34.5691,-58.5003,-34.5736,-58.4873,1.291181017033323
314  -  ALLENDE,039  -  PLAZA DON BOSCO,520,-34.6147,-58.5116,-34.6265,-58.5081,1.3506220816173484
015  -  AMENABAR,105  -  PARQUE SAAVEDRA,1559,-34.5719,-58.4475,-34.5521,-58.4805,3.7388138320413886
335  -  GENERAL URQUIZA,335  -  GENERAL URQUIZA,2809,-34.5713,-58.4119,-34.5713,-58.4119,0.0
036  -  MAIPU,035  -  INGENIERO BUTTY,345,-34.6046,-58.3766,-34.5962,-58.3718,1.0322020973567823
200  -  AUSTRIA Y FRENCH,325  -  MEDRANO,1177,-34.5883,-58.4043,-34.6094,-58.4215,2.8254518543743723
379  -  PARQUE SARMIENTO II,281  -  VILLA URQUIZA,2464,-34.5645,-58.5029,-34.5736,-58.4873,1.7504719102033541
187  -  JOSE MARIA MORENO,219  -  PARQUE CHACABUCO II,868,-34.6202,-58.4356,-34.6363,-58.4439,1.944655578536846
146  -  HOSPITAL FRANCES,008  -  CONGRESO,879,-34.6222,-58.4077,-34.6101,-58.3891,2.1696555976685414
069  -  ECUADOR,120  -  HOSPITAL RAMOS MEJIA,926,-34.5958,-58.4046,-34.6175,-58.4092,2.4493815295222556
102  -  ROSETI,260  -  SAN MIGUEL DE GARICOITS,573,-34.5864,-58.446,-34.5772,-58.4576,1.4745451358436477
107  -  HOSPITAL GARRAHAN,107  -  HOSPITAL GARRAHAN,1588,-34.6303,-58.3963,-34.6303,-58.3963,0.0
117  -  HUMBERTO 1°,061  -  MINISTERIO DE ECONOMIA,535,-34.6199,-58.3742,-34.6088,-58.3707,1.2751453013334815
124  -  UGARTECHE,124  -  UGARTECHE,753,-34.5807,-58.4125,-34.5807,-58.4125,0.0
105  -  PARQUE SAAVEDRA,015  -  AMENABAR,1698,-34.5521,-58.4805,-34.5719,-58.4475,3.7388138320413886
031  -  PADILLA,056  -  PLAZA PALERMO VIEJO,690,-34.6031,-58.4397,-34.5887,-58.4262,2.022575231257508
261  -  QUINTEROS LIDORO,290  -  CLUB EXCURSIONISTAS,642,-34.5523,-58.4509,-34.5581,-58.4433,0.9488628407592502
335  -  GENERAL URQUIZA,092  -  SALCEDO,2655,-34.5713,-58.4119,-34.6318,-58.4049,6.7577328422407605
187  -  JOSE MARIA MORENO,188  -  ARANGUREN,486,-34.6202,-58.4356,-34.6104,-58.4328,1.1194301040900028
144  -  PUEYRREDON,174  -  MINISTERIO DE EDUCACION,620,-34.6021,-58.4061,-34.5972,-58.3918,1.4177421986578727
367  -  EVA PERON,367  -  EVA PERON,614,-34.6473,-58.47,-34.6473,-58.47,0.0
005  -  PLAZA ITALIA,335  -  GENERAL URQUIZA,25083,-34.5808,-58.4204,-34.5713,-58.4119,1.3120599286345724
288  -  SECRETARIA DE DEPORTES,377  -  CIUDAD UNIVERSITARIA III,576,-34.5472,-58.4564,-34.5414,-58.4442,1.2901595865187054
333  -  PARQUE DE LA ESTACION,146  -  HOSPITAL FRANCES,786,-34.608,-58.4118,-34.6222,-58.4077,1.6229337880114363
014  -  PACIFICO,240  -  ECHEVERRIA,1196,-34.5782,-58.4266,-34.5653,-58.4594,3.328138471042313
396  -  PLAZA ALBERTI,359  -  PLAZA BALCARCE,494,-34.55571,-58.45789,-34.5475,-58.4678,1.287284125331834
128  -  PARQUE DEL BAJO,032  -  CATEDRAL,254,-34.6052,-58.368,-34.6072,-58.3735,0.5503074176766066
233  -  MONROE,243  -  PLAZOLETA CELEDONIO FLORES,996,-34.5641,-58.4698,-34.5817,-58.4516,2.570357363369408
087  -  GUAYAQUIL,229  -  RIGLOS,586,-34.6198,-58.4313,-34.631,-58.4352,1.2955009912896527
200  -  AUSTRIA Y FRENCH,393  -  BARRIO 31,1186,-34.5883,-58.4043,-34.58309,-58.37782,2.492358649225479
005  -  PLAZA ITALIA,103  -  MALBA,1667,-34.5808,-58.4204,-34.5771,-58.403,1.6452718592642783
265  -  PLAZA EXODO JUJENO,354  -  JOSE MARTI,2944,-34.5826,-58.481,-34.6438,-58.463,7.001658980921681
255  -  BARRANCAS DE BELGRANO,280  -  JURAMENTO,1486,-34.5599,-58.4482,-34.579,-58.4841,3.913508479221161
091  -  PASCO,162  -  LARREA Y BARTOLOME MITRE,490,-34.6174,-58.3976,-34.609,-58.4019,1.013546369459086
010  -  MADERO UCA,128  -  PARQUE DEL BAJO,532,-34.617,-58.3658,-34.6052,-58.368,1.3274573208404736
390  -  DE LOS OMBUES,390  -  DE LOS OMBUES,1614,-34.56,-58.428,-34.56,-58.428,0.0
056  -  PLAZA PALERMO VIEJO,174  -  MINISTERIO DE EDUCACION,2318,-34.5887,-58.4262,-34.5972,-58.3918,3.2876407840894157
136  -  ACEVEDO,099  -  MALABIA,972,-34.5998,-58.4428,-34.5963,-58.4357,0.7574902890181685
330  -  PARQUE AVELLANEDA,222  -  SIMON BOLIVAR,2235,-34.6423,-58.4783,-34.6334,-58.4493,2.8316808830065634
074  -  INSTITUTO LELOIR,082  -  HOSPITAL ITALIANO,277,-34.6046,-58.4348,-34.6074,-58.4262,0.8464309066964738
190  -  JUNCAL,033  -  FACULTAD DE MEDICINA,690,-34.5852,-58.411,-34.5972,-58.3988,1.7400084982886144
298  -  PLAZA DR. JUAN B. TERAN,281  -  VILLA URQUIZA,4400,-34.6216,-58.5198,-34.5736,-58.4873,6.110368243145324
160  -  GODOY CRUZ Y LIBERTADOR,289  -  MONTANESES,1156,-34.5728,-58.4207,-34.5514,-58.4541,3.8751091914943223
135  -  MARCELO T. DE ALVEAR,033  -  FACULTAD DE MEDICINA,412,-34.5975,-58.3784,-34.5972,-58.3988,1.867540720347855
016  -  LEGISLATURA,174  -  MINISTERIO DE EDUCACION,942,-34.6099,-58.375,-34.5972,-58.3918,2.087701683583148
375  -  CIUDAD UNIVERSITARIA I,233  -  MONROE,1179,-34.5446,-58.4396,-34.5641,-58.4698,3.514331363335043
278  -  DONATO ALVAREZ,082  -  HOSPITAL ITALIANO,1975,-34.6021,-58.4655,-34.6074,-58.4262,3.6448280012523173
100  -  PLAZA GURRUCHAGA,205  -  SAN MARTIN,661,-34.5931,-58.4351,-34.6057,-58.4532,2.169687712547105
080  -  VALLE,276  -  PRIMERA JUNTA,394,-34.6244,-58.4342,-34.6204,-58.4412,0.7798103429700218
193  -  ARENALES Y AGUERO,130  -  RETIRO II,769,-34.5909,-58.4061,-34.5927,-58.375,2.8538474001630725
074  -  INSTITUTO LELOIR,391  -  PLAZA REPUBLICA DE ECUADOR,1798,-34.6046,-58.4348,-34.56553,-58.41986,4.554584978048858
282  -  TRONADOR,104  -  FEDERICO LACROZE,305,-34.5841,-58.4663,-34.5876,-58.4551,1.0966732661417746
113  -  GUATEMALA,381  -  MATIENZO Y ARCE,894,-34.5857,-58.4251,-34.5688,-58.4343,2.0593274533614636
010  -  MADERO UCA,061  -  MINISTERIO DE ECONOMIA,409,-34.617,-58.3658,-34.6088,-58.3707,1.0160990030563317
315  -  BEIRO Y SAN MARTIN,378  -  AGRONOMIA,627,-34.5976,-58.4985,-34.5983,-58.4819,1.5214044586111533
171  -  PASTEUR,001  -  FACULTAD DE DERECHO,1929,-34.603,-58.3996,-34.5842,-58.3905,2.2503085450199514
013  -  ONCE,190  -  JUNCAL,1500,-34.6101,-58.4066,-34.5852,-58.411,2.7978910157538306
240  -  ECHEVERRIA,335  -  GENERAL URQUIZA,2585,-34.5653,-58.4594,-34.5713,-58.4119,4.400140357409357
104  -  FEDERICO LACROZE,136  -  ACEVEDO,669,-34.5876,-58.4551,-34.5998,-58.4428,1.7629310055413152
150  -  RODRIGO BUENO,117  -  HUMBERTO 1°,1570,-34.6192,-58.3556,-34.6199,-58.3742,1.7038097680484336
272  -  PLAZA BRUNO GIORDANO,269  -  PLAZA DE LA MISERICORDIA,780,-34.6159,-58.4407,-34.6328,-58.4551,2.295105015804237
018  -  INDEPENDENCIA,010  -  MADERO UCA,665,-34.6176,-58.3803,-34.617,-58.3658,1.3285642545456953
084  -  TEATRO PICADERO,036  -  MAIPU,793,-34.6042,-58.3937,-34.6046,-58.3766,1.565687825346634
044  -  ECOPARQUE,044  -  ECOPARQUE,2687,-34.5758,-58.4143,-34.5758,-58.4143,0.0
111  -  MACACHA GUEMES,071  -  CERRITO,740,-34.6048,-58.3639,-34.6026,-58.3838,1.83769270677518
100  -  PLAZA GURRUCHAGA,223  -  GAINZA,972,-34.5931,-58.4351,-34.6168,-58.4467,2.84113531339866
162  -  LARREA Y BARTOLOME MITRE,085  -  AGUERO,952,-34.609,-58.4019,-34.5945,-58.4089,1.734957023303581
147  -  CONSTITUCION,027  -  MONTEVIDEO,3693,-34.6261,-58.3793,-34.5994,-58.3897,3.1177274438880125
396  -  PLAZA ALBERTI,247  -  PLAZA LUCIO DEMARE,473,-34.55571,-58.45789,-34.5457,-58.4651,1.2941862061698743
149  -  LIMA,079  -  AZUCENA VILLAFLOR,577,-34.6153,-58.3816,-34.612,-58.3639,1.6608329379601219
092  -  SALCEDO,146  -  HOSPITAL FRANCES,686,-34.6318,-58.4049,-34.6222,-58.4077,1.0977849146019198
059  -  CORONEL DIAZ,101  -  FITZ ROY,1136,-34.5902,-58.4116,-34.5891,-58.4423,2.8129383057546957
144  -  PUEYRREDON,083  -  PARANA,591,-34.6021,-58.4061,-34.6031,-58.3893,1.541647466626022
165  -  PLAZA MONSENOR MIGUEL DE ANDREA,383  -  BOEDO Y VENEZUELA,1321,-34.597,-58.4076,-34.6171,-58.4169,2.3916000917471156
257  -  PLAZA FRANCISCO RAMIREZ,399  -  GARCIA DEL RIO,390,-34.5531,-58.4689,-34.55024,-58.4771,0.8155319783165764
200  -  AUSTRIA Y FRENCH,144  -  PUEYRREDON,629,-34.5883,-58.4043,-34.6021,-58.4061,1.5433099825992216
132  -  CORRIENTES,061  -  MINISTERIO DE ECONOMIA,255,-34.6031,-58.3725,-34.6088,-58.3707,0.6548707058617962
325  -  MEDRANO,187  -  JOSE MARIA MORENO,791,-34.6094,-58.4215,-34.6202,-58.4356,1.7626987693457388
079  -  AZUCENA VILLAFLOR,128  -  PARQUE DEL BAJO,1230,-34.612,-58.3639,-34.6052,-58.368,0.8441102342229183
165  -  PLAZA MONSENOR MIGUEL DE ANDREA,174  -  MINISTERIO DE EDUCACION,465,-34.597,-58.4076,-34.5972,-58.3918,1.4463731636610395
022  -  ARENALES,030  -  PENA,904,-34.5943,-58.3828,-34.5906,-58.3974,1.3983333741717028
169  -  FACULTAD DE PSICOLOGIA,029  -  PARQUE CENTENARIO,944,-34.6118,-58.4117,-34.608,-58.4333,2.021436863843855
272  -  PLAZA BRUNO GIORDANO,054  -  ACUNA DE FIGUEROA,1090,-34.6159,-58.4407,-34.5982,-58.4219,2.6142015705925425
186  -  MANZANA 66,171  -  PASTEUR,530,-34.6135,-58.4061,-34.603,-58.3996,1.3103601322945257
087  -  GUAYAQUIL,199  -  ESTADOS UNIDOS Y BOEDO,1170,-34.6198,-58.4313,-34.6224,-58.4158,1.4474978804431113
118  -  MEXICO,013  -  ONCE,736,-34.6168,-58.4027,-34.6101,-58.4066,0.8260836441379411
200  -  AUSTRIA Y FRENCH,089  -  CABELLO,356,-34.5883,-58.4043,-34.5825,-58.4054,0.6527447917729327
171  -  PASTEUR,149  -  LIMA,995,-34.603,-58.3996,-34.6153,-58.3816,2.1410985270403096
234  -  AVENIDA TRIUNVIRATO,379  -  PARQUE SARMIENTO II,684,-34.5656,-58.4952,-34.5645,-58.5029,0.7155974309058374
032  -  CATEDRAL,112  -  9 DE JULIO,340,-34.6072,-58.3735,-34.6121,-58.3805,0.8409924894719374
362  -  PARQUE DE LA MEMORIA,362  -  PARQUE DE LA MEMORIA,1373,-34.5429,-58.4351,-34.5429,-58.4351,0.0
276  -  PRIMERA JUNTA,269  -  PLAZA DE LA MISERICORDIA,606,-34.6204,-58.4412,-34.6328,-58.4551,1.8758232765369565
222  -  SIMON BOLIVAR,029  -  PARQUE CENTENARIO,1305,-34.6334,-58.4493,-34.608,-58.4333,3.181277351435888
128  -  PARQUE DEL BAJO,026  -  JUANA MANSO I,494,-34.6052,-58.368,-34.6009,-58.3638,0.6135014749489069
024  -  ALSINA,117  -  HUMBERTO 1°,727,-34.6108,-58.3806,-34.6199,-58.3742,1.1691464757792016
110  -  PLAZA CD DE BANFF,098  -  BENITO JUAREZ,968,-34.6281,-58.5217,-34.619,-58.5047,1.8556960577176234
347  -  CARABOBO,223  -  GAINZA,428,-34.626,-58.4553,-34.6168,-58.4467,1.2906566559019317
165  -  PLAZA MONSENOR MIGUEL DE ANDREA,171  -  PASTEUR,392,-34.597,-58.4076,-34.603,-58.3996,0.9905928005413172
292  -  PLAZA BOLIVIA,014  -  PACIFICO,652,-34.5635,-58.4367,-34.5782,-58.4266,1.8780284466744175
