Id_recorrido,nombre_estacion_origen,hora_origen
17594342BAEcobici,103 - MALBA,9
17537158BAEcobici,396 - PLAZA ALBERTI,14
17456062BAEcobici,251 - Solar de la Abadía,16
17450493BAEcobici,142 - ARMENIA,7
17669322BAEcobici,007 - OBELISCO,17
17604191BAEcobici,187 - Jose Maria Moreno,22
17667388BAEcobici,030 - Peña,15
17495440BAEcobici,129 - Velasco,0
17396938BAEcobici,200 - AUSTRIA Y FRENCH,17
17650404BAEcobici,060 - 25 De Mayo,11
17687521BAEcobici,064 - RIOBAMBA,8
17377463BAEcobici,092 - Salcedo,7
17458067BAEcobici,039 - Plaza Don Bosco,18
17619085BAEcobici,176 - Plaza Derechos del hombre,12
17610920BAEcobici,215 - HOSPITAL ALVAREZ,14
17469582BAEcobici,255 - BARRANCAS DE BELGRANO,17
17616263BAEcobici,093 - CARLOS CALVO,21
17433170BAEcobici,353 - PLAZA VÉLEZ SARSFIELD,19
17629190BAEcobici,087 - Guayaquil,11
17513743BAEcobici,060 - 25 De Mayo,15
17529746BAEcobici,396 - PLAZA ALBERTI,20
17478863BAEcobici,391 - Plaza República de Ecuador,11
17378030BAEcobici,162 - LARREA Y BARTOLOMÉ MITRE,7
17441710BAEcobici,227 -Club Ciudad de Buenos Aires,14
17589008BAEcobici,190 - JUNCAL,19
17396243BAEcobici,015 - AMENABAR,17
17462578BAEcobici,152 - JULIETA LANTERI,6
17514283BAEcobici,290 - Club Excursionistas,16
17662784BAEcobici,030 - Peña,8
17673844BAEcobici,117 - HUMBERTO 1°,7
17516782BAEcobici,223 - GAINZA,18
17433125BAEcobici,383 - BOEDO Y VENEZUELA,19
17573043BAEcobici,334 - CENTRO DE EXPOSICIONES,16
17679219BAEcobici,003 - ADUANA,15
17437000BAEcobici,199 - ESTADOS UNIDOS Y BOEDO,7
17449068BAEcobici,128 - PARQUE DEL BAJO,0
17672196BAEcobici,242 - Plazoleta Rafael del Riego,22
17587707BAEcobici,105 - PARQUE SAAVEDRA,18
17412256BAEcobici,033 - Facultad de Medicina,22
17685179BAEcobici,350 - Plaza Irlanda,23
17453434BAEcobici,298 - PLAZA DR. JUAN B. TERAN,12
17637964BAEcobici,005 - Plaza Italia,13
17477101BAEcobici,083 - Paraná,8
17447093BAEcobici,390 - De Los Ombues,20
17597533BAEcobici,112 - 9 de Julio,14
17426156BAEcobici,256 - PLAZA NORUEGA,9
17536644BAEcobici,150 - RODRIGO BUENO,13
17689484BAEcobici,089 - Cabello,11
17538396BAEcobici,221 - CULPINA,16
17378124BAEcobici,014 - Pacifico,8
17466524BAEcobici,151 - AIME PAINÉ,12
17498251BAEcobici,131- HOSPITAL DE CLÍNICAS,9
17559009BAEcobici,029 - Parque Centenario,15
17448818BAEcobici,153 - JUAN MANUEL DE BLANES,0
17502593BAEcobici,036 - MAIPÚ,17
17440132BAEcobici,160 - Godoy Cruz y Libertador,11
17404827BAEcobici,297 - TRONADOR Y GARCÍA DEL RÍO,10
17561593BAEcobici,270 - PLAZA DEL ANGEL GRIS,0
17435622BAEcobici,009 - Parque Las Heras,0
17464980BAEcobici,094 - GÚZMAN,9
17626229BAEcobici,272 - Plaza Bruno Giordano,18
17505545BAEcobici,056 - Plaza Palermo Viejo,20
17655929BAEcobici,248 - Husares,17
17639929BAEcobici,094 - GÚZMAN,15
17630454BAEcobici,183 - VIRREY CEVALLOS,15
17650815BAEcobici,037- Claudia Pía Braudracco,11
17403536BAEcobici,079 - AZUCENA VILLAFLOR,8
17476773BAEcobici,237 - Madero Office,8
17535208BAEcobici,016 - Legislatura,11
17657781BAEcobici,129 - Velasco,19
17575896BAEcobici,258 - Plaza J.J. Paso,19
17428240BAEcobici,024 - ALSINA,13
17643016BAEcobici,015 - AMENABAR,18
17566310BAEcobici,129 - Velasco,0
17622013BAEcobici,183 - VIRREY CEVALLOS,19
17466510BAEcobici,014 - Pacifico,12
17588645BAEcobici,333 - PARQUE DE LA ESTACIÓN,19
17589693BAEcobici,153 - JUAN MANUEL DE BLANES,20
17682792BAEcobici,280 - JURAMENTO,19
17515504BAEcobici,275 - PLAZA 24 DE SEPTIEMBRE,17
17535745BAEcobici,156 - Plaza Alemania,12
17668172BAEcobici,160 - Godoy Cruz y Libertador,16
17588699BAEcobici,147 - Constitución,19
17396224BAEcobici,107 - HOSPITAL GARRAHAN,17
17691839BAEcobici,036 - MAIPÚ,15
17426738BAEcobici,276 - PRIMERA JUNTA,11
17619676BAEcobici,074 - INSTITUTO LELOIR,13
17381701BAEcobici,007 - OBELISCO,13
17590906BAEcobici,155 - Parque José Evaristo Uriburu,22
17676715BAEcobici,144 - PUEYRREDÓN,11
17645636BAEcobici,227 -Club Ciudad de Buenos Aires,21
17513310BAEcobici,255 - BARRANCAS DE BELGRANO,14
17691231BAEcobici,371 - Paseo de las Americas,14
17655794BAEcobici,189 - POSADAS,17
17665265BAEcobici,328 - SARMIENTO II,12
17609715BAEcobici,142 - ARMENIA,13
17675969BAEcobici,281 - Villa Urquiza,10
17661338BAEcobici,367 - Eva Perón,6
17661557BAEcobici,147 - Constitución,7
17662468BAEcobici,147 - Constitución,8
17515250BAEcobici,264 - Plaza Marcos Sastre,17
17421846BAEcobici,089 - Cabello,19
17567844BAEcobici,127 - PLAZA LEONARDO N. ALEM,8
17396035BAEcobici,221 - CULPINA,16
17691876BAEcobici,151 - AIME PAINÉ,15
17677560BAEcobici,383 - BOEDO Y VENEZUELA,13
17405139BAEcobici,191 - Rivadavia y 9 de Julio,11
17592278BAEcobici,029 - Parque Centenario,6
17574112BAEcobici,187 - Jose Maria Moreno,17
17504433BAEcobici,383 - BOEDO Y VENEZUELA,18
17438876BAEcobici,199 - ESTADOS UNIDOS Y BOEDO,9
17587902BAEcobici,183 - VIRREY CEVALLOS,18
17452508BAEcobici,015 - AMENABAR,10
17567732BAEcobici,057 - BELGRANO,8
17608669BAEcobici,155 - Parque José Evaristo Uriburu,11
17483351BAEcobici,325 - MEDRANO,18
17534942BAEcobici,160 - Godoy Cruz y Libertador,11
17504594BAEcobici,029 - Parque Centenario,19
17651377BAEcobici,066 - Billinghurst,12
17515666BAEcobici,242 - Plazoleta Rafael del Riego,17
17586625BAEcobici,206 - Galicia,17
17387975BAEcobici,059 - Coronel Diaz,21
17579955BAEcobici,255 - BARRANCAS DE BELGRANO,7
17657953BAEcobici,207 - PLAZA ARENALES,19
17474880BAEcobici,100 - Plaza Gurruchaga,0
17525024BAEcobici,122 - COSTA RICA,13
17513909BAEcobici,033 - Facultad de Medicina,15
17432040BAEcobici,001 - FACULTAD DE DERECHO,18
17454886BAEcobici,396 - PLAZA ALBERTI,15
17610305BAEcobici,002 - Retiro I,13
17566439BAEcobici,100 - Plaza Gurruchaga,1
17629549BAEcobici,038 - Plaza Libertad,13
17678182BAEcobici,012 - Plaza Vicente Lopez,13
17573251BAEcobici,091 - Pasco,16
17412661BAEcobici,071 - CERRITO,23
17383385BAEcobici,021 - Parque Patricios,16
17497250BAEcobici,383 - BOEDO Y VENEZUELA,7
17569901BAEcobici,082 - HOSPITAL ITALIANO,12
17548370BAEcobici,199 - ESTADOS UNIDOS Y BOEDO,11
17692328BAEcobici,091 - Pasco,15
17586273BAEcobici,288 - SECRETARÍA DE DEPORTES,16
17517070BAEcobici,191 - Rivadavia y 9 de Julio,19
17485423BAEcobici,160 - Godoy Cruz y Libertador,21
17603892BAEcobici,344 - UNIVERSIDAD DI TELLA,22
17410513BAEcobici,035 - INGENIERO BUTTY,19
17400584BAEcobici,149 - LIMA,23
17495974BAEcobici,029 - Parque Centenario,2
17622153BAEcobici,183 - VIRREY CEVALLOS,20
17570544BAEcobici,008 - Congreso,13
17598023BAEcobici,026 - JUANA MANSO I,15
17390583BAEcobici,150 - RODRIGO BUENO,7
17577869BAEcobici,166 - Cementerio de Recoleta,22
17603596BAEcobici,131- HOSPITAL DE CLÍNICAS,21
17639907BAEcobici,069 - Ecuador,15
17422324BAEcobici,142 - ARMENIA,21
17410480BAEcobici,258 - Plaza J.J. Paso,19
17384710BAEcobici,002 - Retiro I,17
17667204BAEcobici,102 - ROSETI,15
17476034BAEcobici,352 - San Jose de Flores,6
17467959BAEcobici,167 - Hipólito Yrigoyen,15
17437379BAEcobici,250 - Fleni,7
17461019BAEcobici,017 - Plaza Almagro,22
17467287BAEcobici,128 - PARQUE DEL BAJO,14
17502116BAEcobici,083 - Paraná,16
17644967BAEcobici,381 - Matienzo Y Arce,20
17596355BAEcobici,079 - AZUCENA VILLAFLOR,13
17484330BAEcobici,124 - UGARTECHE,19
17512448BAEcobici,328 - SARMIENTO II,12
17588268BAEcobici,046 - Chile,18
17525754BAEcobici,348 - Villa del Parque,15
17432585BAEcobici,069 - Ecuador,19
17391685BAEcobici,159 - Fitz Roy & Gorriti,8
17464939BAEcobici,032 - Catedral,9
17570477BAEcobici,021 - Parque Patricios,13
17535719BAEcobici,001 - FACULTAD DE DERECHO,12
17421635BAEcobici,010 - Madero UCA,19
17481083BAEcobici,300 - Jose Artigas,15
17505201BAEcobici,289 - MONTAÑESES,19
17409561BAEcobici,160 - Godoy Cruz y Libertador,18
17518945BAEcobici,014 - Pacifico,21
17566302BAEcobici,100 - Plaza Gurruchaga,0
17485478BAEcobici,056 - Plaza Palermo Viejo,21
17463534BAEcobici,101 - Fitz Roy,8
17440592BAEcobici,027 - Montevideo,12
17493991BAEcobici,366 - VILLA OLÍMPICA,18
17612979BAEcobici,183 - VIRREY CEVALLOS,17
17402706BAEcobici,158 - VILLARROEL,7
17395100BAEcobici,390 - De Los Ombues,15
17567370BAEcobici,149 - LIMA,7
17573252BAEcobici,206 - Galicia,16
17472194BAEcobici,345 - Plaza Mafalda,19
17662891BAEcobici,014 - Pacifico,8
17582236BAEcobici,001 - FACULTAD DE DERECHO,11
17641906BAEcobici,008 - Congreso,17
17467239BAEcobici,056 - Plaza Palermo Viejo,13
17395360BAEcobici,274 - Gavilán,15
17527689BAEcobici,174 - MINISTERIO DE EDUCACION,17
17416169BAEcobici,204 - Biarritz,18
17628795BAEcobici,186 - MANZANA 66,10
17475351BAEcobici,391 - Plaza República de Ecuador,2
17453131BAEcobici,184 - Pedro Echague,11
17549020BAEcobici,260 - SAN MIGUEL DE GARICOITS,12
17508319BAEcobici,130 - RETIRO II,4
17384345BAEcobici,168 - Estados Unidos,17
17502961BAEcobici,165 - PLAZA MONSEÑOR MIGUEL DE ANDREA,17
17644238BAEcobici,346 - Plaza Zapiola,19
17539561BAEcobici,094 - GÚZMAN,17
17518939BAEcobici,013 - ONCE,21
17585051BAEcobici,116 - HOSPITAL ALEMÁN,15
17579044BAEcobici,160 - Godoy Cruz y Libertador,6
17476680BAEcobici,266 - PLAZA SABATTINI,7
17518194BAEcobici,248 - Husares,20
17546104BAEcobici,167 - Hipólito Yrigoyen,7
17407733BAEcobici,029 - Parque Centenario,16
17395798BAEcobici,121 - YATAY,16
17638227BAEcobici,098 - BENITO JUAREZ,13
17686230BAEcobici,076 - Ayacucho,5
17437059BAEcobici,130 - RETIRO II,7
17690467BAEcobici,161 - Humahuaca,13
17468266BAEcobici,311 - SEC. DE INNOVACION Y TRANSFORMACIÓN,15
17530791BAEcobici,008 - Congreso,22
17694794BAEcobici,276 - PRIMERA JUNTA,18
17463604BAEcobici,074 - INSTITUTO LELOIR,8
17623748BAEcobici,345 - Plaza Mafalda,10
17680993BAEcobici,113 - Guatemala,17
17377569BAEcobici,352 - San Jose de Flores,7
17654987BAEcobici,091 - Pasco,17
17697019BAEcobici,158 - VILLARROEL,21
17468728BAEcobici,076 - Ayacucho,16
17639271BAEcobici,394 - Av. La Plata,15
17444516BAEcobici,153 - JUAN MANUEL DE BLANES,18
17484256BAEcobici,005 - Plaza Italia,19
17627657BAEcobici,017 - Plaza Almagro,0
17450435BAEcobici,035 - INGENIERO BUTTY,7
17376076BAEcobici,122 - COSTA RICA,0
17599429BAEcobici,194 - PERÓN Y ACUÑA DE FIGUEROA,16
17403578BAEcobici,150 - RODRIGO BUENO,8
17469311BAEcobici,172 - BRASIL,16
17402635BAEcobici,278 - Donato Alvarez,7
17663205BAEcobici,104 - Federico Lacroze,8
17642383BAEcobici,038 - Plaza Libertad,18
17588571BAEcobici,054 - Acuña de Figueroa,18
17394731BAEcobici,206 - Galicia,14
17380724BAEcobici,152 - JULIETA LANTERI,12
17663879BAEcobici,086 - SAAVEDRA,10
17561185BAEcobici,364 - CERRETTI Y MANUELA PEDRAZA,21
17544862BAEcobici,014 - Pacifico,4
17563752BAEcobici,168 - Estados Unidos,14
17567023BAEcobici,122 - COSTA RICA,6
17639374BAEcobici,065 - Julián Álvarez,15
17552139BAEcobici,102 - ROSETI,17
17394868BAEcobici,070 - ARAOZ,14
17501393BAEcobici,082 - HOSPITAL ITALIANO,15
17660729BAEcobici,025 - Plaza Guemes,1
17593009BAEcobici,243 - PLAZOLETA CELEDONIO FLORES,7
17583454BAEcobici,124 - UGARTECHE,13
17692251BAEcobici,158 - VILLARROEL,15
17638847BAEcobici,282 - Tronador,14
17662072BAEcobici,266 - PLAZA SABATTINI,7
17575146BAEcobici,251 - Solar de la Abadía,18
17467350BAEcobici,348 - Villa del Parque,14
17639725BAEcobici,152 - JULIETA LANTERI,15
17385080BAEcobici,153 - JUAN MANUEL DE BLANES,18
17509643BAEcobici,255 - BARRANCAS DE BELGRANO,8
17686862BAEcobici,147 - Constitución,7
17588081BAEcobici,207 - PLAZA ARENALES,18
17466719BAEcobici,069 - Ecuador,13
17613106BAEcobici,057 - BELGRANO,17
17626538BAEcobici,150 - RODRIGO BUENO,19
17632485BAEcobici,144 - PUEYRREDÓN,21
17621666BAEcobici,056 - Plaza Palermo Viejo,18
17654108BAEcobici,085 - AGUERO,16
17656339BAEcobici,257 - Plaza Francisco Ramirez,18
17630925BAEcobici,012 - Plaza Vicente Lopez,16
17463133BAEcobici,107 - HOSPITAL GARRAHAN,7
17691215BAEcobici,041 - PARQUE PATRICIOS II,14
17588006BAEcobici,054 - Acuña de Figueroa,18
17638665BAEcobici,183 - VIRREY CEVALLOS,14
17454673BAEcobici,165 - PLAZA MONSEÑOR MIGUEL DE ANDREA,14
17583191BAEcobici,128 - PARQUE DEL BAJO,12
17683286BAEcobici,083 - Paraná,19
17662481BAEcobici,188 - Aranguren,8
17476543BAEcobici,208 - NICASIO OROÑO,7
17494430BAEcobici,208 - NICASIO OROÑO,19
17482219BAEcobici,242 - Plazoleta Rafael del Riego,17
17515381BAEcobici,085 - AGUERO,17
17647589BAEcobici,032 - Catedral,6
17622328BAEcobici,166 - Cementerio de Recoleta,21
17574953BAEcobici,116 - HOSPITAL ALEMÁN,18
17455301BAEcobici,298 - PLAZA DR. JUAN B. TERAN,15
17621118BAEcobici,335 - General Urquiza,17
17654650BAEcobici,167 - Hipólito Yrigoyen,16
17587193BAEcobici,111 - MACACHA GUEMES,17
17532904BAEcobici,045 - Uruguay,7
17508851BAEcobici,366 - VILLA OLÍMPICA,6
17380174BAEcobici,349 - Plaza Saenz Peña,11
17401150BAEcobici,054 - Acuña de Figueroa,0
17588777BAEcobici,027 - Montevideo,19
17677028BAEcobici,189 - POSADAS,12
17638404BAEcobici,165 - PLAZA MONSEÑOR MIGUEL DE ANDREA,13
17466012BAEcobici,060 - 25 De Mayo,11
17565031BAEcobici,239 - AVENIDA CRAMER,18
17466324BAEcobici,345 - Plaza Mafalda,12
17559803BAEcobici,237 - Madero Office,17
17567849BAEcobici,025 - Plaza Guemes,8
17650270BAEcobici,010 - Madero UCA,10
17487302BAEcobici,010 - Madero UCA,6
17453414BAEcobici,244 - UADE,12
17650055BAEcobici,268 - Plaza Aristóbulo Del Valle,10
17475428BAEcobici,142 - ARMENIA,2
17536346BAEcobici,255 - BARRANCAS DE BELGRANO,13
17502530BAEcobici,008 - Congreso,17
17585860BAEcobici,144 - PUEYRREDÓN,16
17384089BAEcobici,079 - AZUCENA VILLAFLOR,17
17546461BAEcobici,251 - Solar de la Abadía,8
17413577BAEcobici,001 - FACULTAD DE DERECHO,5
17547888BAEcobici,227 -Club Ciudad de Buenos Aires,10
17567424BAEcobici,223 - GAINZA,7
17567967BAEcobici,393 - Barrio 31,8
17607393BAEcobici,033 - Facultad de Medicina,9
17462514BAEcobici,082 - HOSPITAL ITALIANO,6
17394817BAEcobici,285 - ESPINOSA,14
17527771BAEcobici,255 - BARRANCAS DE BELGRANO,18
17466201BAEcobici,237 - Madero Office,12
17390853BAEcobici,130 - RETIRO II,7
17405666BAEcobici,027 - Montevideo,12
17512725BAEcobici,117 - HUMBERTO 1°,13
17475850BAEcobici,199 - ESTADOS UNIDOS Y BOEDO,6
17451208BAEcobici,186 - MANZANA 66,8
17553385BAEcobici,221 - CULPINA,18
17582964BAEcobici,346 - Plaza Zapiola,12
17376460BAEcobici,256 - PLAZA NORUEGA,2
17412569BAEcobici,256 - PLAZA NORUEGA,23
17602720BAEcobici,071 - CERRITO,20
17486515BAEcobici,285 - ESPINOSA,0
17577479BAEcobici,290 - Club Excursionistas,21
17493939BAEcobici,063 - Reconquista,18
17445190BAEcobici,083 - Paraná,18
17630981BAEcobici,390 - De Los Ombues,17
17657587BAEcobici,171 - Pasteur,19
17687572BAEcobici,029 - Parque Centenario,8
17504137BAEcobici,330 - Parque Avellaneda,18
17638824BAEcobici,162 - LARREA Y BARTOLOMÉ MITRE,14
17394856BAEcobici,278 - Donato Alvarez,14
17494392BAEcobici,366 - VILLA OLÍMPICA,19
17485561BAEcobici,259 - PLAZA CASTELLI,21
17375947BAEcobici,111 - MACACHA GUEMES,0
17650830BAEcobici,130 - RETIRO II,11
17640703BAEcobici,008 - Congreso,16
17488362BAEcobici,084 - TEATRO PICADERO,12
17457852BAEcobici,091 - Pasco,18
17653752BAEcobici,122 - COSTA RICA,15
17393131BAEcobici,215 - HOSPITAL ALVAREZ,11
17665479BAEcobici,305 - Plaza Martin Rodriguez,12
17623787BAEcobici,396 - PLAZA ALBERTI,10
17573367BAEcobici,156 - Plaza Alemania,17
17643413BAEcobici,093 - CARLOS CALVO,18
17674936BAEcobici,381 - Matienzo Y Arce,8
17626440BAEcobici,259 - PLAZA CASTELLI,18
17437143BAEcobici,103 - MALBA,7
17644542BAEcobici,122 - COSTA RICA,20
17439430BAEcobici,124 - UGARTECHE,10
17582665BAEcobici,102 - ROSETI,11
17534716BAEcobici,082 - HOSPITAL ITALIANO,10
17644083BAEcobici,032 - Catedral,19
17586539BAEcobici,367 - Eva Perón,17
17401901BAEcobici,171 - Pasteur,4
17433545BAEcobici,050 - Hospital Rivadavia,20
17392777BAEcobici,331 - CALIFORNIA,10
17404157BAEcobici,032 - Catedral,9
17407029BAEcobici,276 - PRIMERA JUNTA,14
17441755BAEcobici,255 - BARRANCAS DE BELGRANO,14
17639138BAEcobici,242 - Plazoleta Rafael del Riego,14
17510961BAEcobici,076 - Ayacucho,9
17477519BAEcobici,353 - PLAZA VÉLEZ SARSFIELD,9
17672788BAEcobici,031 - Padilla,0
17616704BAEcobici,100 - Plaza Gurruchaga,22
17440438BAEcobici,030 - Peña,12
17528909BAEcobici,336 - La Pampa,19
17564022BAEcobici,026 - JUANA MANSO I,15
17456032BAEcobici,162 - LARREA Y BARTOLOMÉ MITRE,16
17484364BAEcobici,188 - Aranguren,19
17640671BAEcobici,014 - Pacifico,16
17421533BAEcobici,381 - Matienzo Y Arce,19
17489955BAEcobici,163 - ONCE II,19
17480617BAEcobici,137 - AZOPARDO Y CHILE,15
17546157BAEcobici,347 - CARABOBO,8
17683848BAEcobici,181 - BILLINGHURST Y MANSILLA,20
17382386BAEcobici,238 - PLAZA LAS TOSCANERAS,14
17576227BAEcobici,075 - Plaza Primero de Mayo,19
17561520BAEcobici,290 - Club Excursionistas,23
17503706BAEcobici,281 - Villa Urquiza,18
17566325BAEcobici,379 - PARQUE SARMIENTO II,0
17532291BAEcobici,167 - Hipólito Yrigoyen,6
17639664BAEcobici,035 - INGENIERO BUTTY,15
17593539BAEcobici,007 - OBELISCO,8
17661974BAEcobici,082 - HOSPITAL ITALIANO,7
17434271BAEcobici,027 - Montevideo,21
17629494BAEcobici,103 - MALBA,13
17392260BAEcobici,193 - ARENALES Y AGUERO,9
17443660BAEcobici,071 - CERRITO,17
17451443BAEcobici,150 - RODRIGO BUENO,8
17458785BAEcobici,107 - HOSPITAL GARRAHAN,19
17583956BAEcobici,263 - Plaza Echeverria,13
17505979BAEcobici,161 - Humahuaca,20
17440892BAEcobici,237 - Madero Office,13
17532651BAEcobici,335 - General Urquiza,7
17460057BAEcobici,205 - SAN MARTIN,20
17667786BAEcobici,054 - Acuña de Figueroa,15
17672389BAEcobici,273 - Plazoleta Colombia,23
17539862BAEcobici,035 - INGENIERO BUTTY,18
17608207BAEcobici,258 - Plaza J.J. Paso,10
17624694BAEcobici,224 - BAIGORRIA,14
17657707BAEcobici,132 - CORRIENTES,19
17433816BAEcobici,075 - Plaza Primero de Mayo,20
17642148BAEcobici,130 - RETIRO II,17
17380834BAEcobici,060 - 25 De Mayo,12
17463226BAEcobici,130 - RETIRO II,7
17658598BAEcobici,086 - SAAVEDRA,20
17410817BAEcobici,207 - PLAZA ARENALES,19
17587925BAEcobici,275 - PLAZA 24 DE SEPTIEMBRE,18
17483788BAEcobici,334 - CENTRO DE EXPOSICIONES,19
17592400BAEcobici,105 - PARQUE SAAVEDRA,6
17434064BAEcobici,131- HOSPITAL DE CLÍNICAS,20
17518458BAEcobici,347 - CARABOBO,21
17459552BAEcobici,234 - AVENIDA TRIUNVIRATO,20
17638656BAEcobici,021 - Parque Patricios,14
17493288BAEcobici,001 - FACULTAD DE DERECHO,16
17426820BAEcobici,132 - CORRIENTES,11
17548564BAEcobici,381 - Matienzo Y Arce,11
17497974BAEcobici,030 - Peña,8
17376543BAEcobici,201 - PLAZA EJERCITO DE LOS ANDES,2
17487995BAEcobici,152 - JULIETA LANTERI,10
17612635BAEcobici,026 - JUANA MANSO I,16
17540442BAEcobici,161 - Humahuaca,18
17676284BAEcobici,014 - Pacifico,11
17680497BAEcobici,268 - Plaza Aristóbulo Del Valle,17
17638690BAEcobici,111 - MACACHA GUEMES,14
17509786BAEcobici,028 - Plaza de la Bandera,8
17694177BAEcobici,275 - PLAZA 24 DE SEPTIEMBRE,17
17382595BAEcobici,183 - VIRREY CEVALLOS,15
17508556BAEcobici,316 - Buenos Aires,6
17475901BAEcobici,152 - JULIETA LANTERI,6
17614645BAEcobici,147 - Constitución,18
17499491BAEcobici,269 - Plaza De La Misericordia,11
17429516BAEcobici,276 - PRIMERA JUNTA,16
17410403BAEcobici,146 - Hospital Francés,19
17413638BAEcobici,014 - Pacifico,6
17669292BAEcobici,390 - De Los Ombues,17
17568626BAEcobici,191 - Rivadavia y 9 de Julio,9
17585098BAEcobici,199 - ESTADOS UNIDOS Y BOEDO,15
17428496BAEcobici,131- HOSPITAL DE CLÍNICAS,14
17462111BAEcobici,151 - AIME PAINÉ,2
17660974BAEcobici,333 - PARQUE DE LA ESTACIÓN,3
17485046BAEcobici,292 - PLAZA BOLIVIA,21
17565946BAEcobici,024 - ALSINA,22
17412502BAEcobici,117 - HUMBERTO 1°,23
17618394BAEcobici,129 - Velasco,9
17615145BAEcobici,159 - Fitz Roy & Gorriti,19
17396161BAEcobici,174 - MINISTERIO DE EDUCACION,16
17652142BAEcobici,124 - UGARTECHE,13
17499285BAEcobici,142 - ARMENIA,11
17438689BAEcobici,074 - INSTITUTO LELOIR,9
17455651BAEcobici,129 - Velasco,16
17473752BAEcobici,103 - MALBA,21
17448373BAEcobici,079 - AZUCENA VILLAFLOR,22
17691104BAEcobici,057 - BELGRANO,14
17390669BAEcobici,144 - PUEYRREDÓN,7
17507242BAEcobici,008 - Congreso,22
17651661BAEcobici,135 - MARCELO T. DE ALVEAR,13
17556181BAEcobici,136 - Acevedo,0
17523972BAEcobici,158 - VILLARROEL,11
17692411BAEcobici,256 - PLAZA NORUEGA,16
17498774BAEcobici,097 - Avelino Diaz,10
17634320BAEcobici,244 - UADE,7
17668843BAEcobici,036 - MAIPÚ,17
17457668BAEcobici,224 - BAIGORRIA,18
17484723BAEcobici,251 - Solar de la Abadía,20
17483738BAEcobici,118 - MEXICO,19
17407332BAEcobici,082 - HOSPITAL ITALIANO,15
17521041BAEcobici,018 - Independencia,6
17507081BAEcobici,107 - HOSPITAL GARRAHAN,22
17577726BAEcobici,384 - PLAZA BENITO NAZAR,22
17384573BAEcobici,221 - CULPINA,17
17492030BAEcobici,104 - Federico Lacroze,8
17400110BAEcobici,008 - Congreso,21
17634270BAEcobici,290 - Club Excursionistas,7
17399665BAEcobici,395 - Agronomia II,21
17685772BAEcobici,014 - Pacifico,1
17642718BAEcobici,128 - PARQUE DEL BAJO,18
17398951BAEcobici,276 - PRIMERA JUNTA,20
17449083BAEcobici,113 - Guatemala,0
17409149BAEcobici,193 - ARENALES Y AGUERO,17
17599495BAEcobici,344 - UNIVERSIDAD DI TELLA,16
17544477BAEcobici,222 - SIMON BOLIVAR,1
17600827BAEcobici,251 - Solar de la Abadía,18
17389260BAEcobici,182 - RAVIGNANI Y GUATEMALA,0
17650322BAEcobici,165 - PLAZA MONSEÑOR MIGUEL DE ANDREA,10
17586521BAEcobici,135 - MARCELO T. DE ALVEAR,17
17585929BAEcobici,216 - EMILIO LAMARCA,16
17656258BAEcobici,022 - Arenales,18
17667321BAEcobici,310 - FREIRE II,15
17645453BAEcobici,082 - HOSPITAL ITALIANO,21
17390503BAEcobici,279 - PLAZA MONTE CASTRO,7
17438142BAEcobici,253 - Plaza Colegiales,8
17391164BAEcobici,054 - Acuña de Figueroa,8
17520351BAEcobici,060 - 25 De Mayo,2
17567321BAEcobici,178 - José Marmol,7
17379140BAEcobici,082 - HOSPITAL ITALIANO,9
17384260BAEcobici,187 - Jose Maria Moreno,17
17644050BAEcobici,059 - Coronel Diaz,19
17508147BAEcobici,134 - SOLDADO DE LA FRONTERA,2
17685075BAEcobici,156 - Plaza Alemania,23
17534112BAEcobici,346 - Plaza Zapiola,9
17456939BAEcobici,261 - QUINTEROS LIDORO,17
17529711BAEcobici,224 - BAIGORRIA,20
17398868BAEcobici,065 - Julián Álvarez,19
17420242BAEcobici,260 - SAN MIGUEL DE GARICOITS,15
17378084BAEcobici,233 - MONROE,8
17436003BAEcobici,065 - Julián Álvarez,2
17441137BAEcobici,038 - Plaza Libertad,13
17666228BAEcobici,166 - Cementerio de Recoleta,13
17616262BAEcobici,347 - CARABOBO,21
17664405BAEcobici,128 - PARQUE DEL BAJO,10
17493530BAEcobici,014 - Pacifico,17
17676270BAEcobici,131- HOSPITAL DE CLÍNICAS,11
17474107BAEcobici,008 - Congreso,22
17395860BAEcobici,162 - LARREA Y BARTOLOMÉ MITRE,16
17428917BAEcobici,199 - ESTADOS UNIDOS Y BOEDO,15
17524481BAEcobici,222 - SIMON BOLIVAR,12
17570397BAEcobici,227 -Club Ciudad de Buenos Aires,13
17625179BAEcobici,156 - Plaza Alemania,15
17601894BAEcobici,033 - Facultad de Medicina,19
17614902BAEcobici,069 - Ecuador,19
17425102BAEcobici,128 - PARQUE DEL BAJO,8
17576245BAEcobici,156 - Plaza Alemania,19
17496342BAEcobici,007 - OBELISCO,6
17484455BAEcobici,054 - Acuña de Figueroa,19
17609478BAEcobici,254 - Plaza Rafael Hernandez,12
17635567BAEcobici,100 - Plaza Gurruchaga,9
17570078BAEcobici,163 - ONCE II,12
17515402BAEcobici,001 - FACULTAD DE DERECHO,17
17435447BAEcobici,112 - 9 de Julio,23
17449379BAEcobici,054 - Acuña de Figueroa,2
17404402BAEcobici,138 - Hospital Britanico,9
17613653BAEcobici,017 - Plaza Almagro,17
17609284BAEcobici,388 - Plaza Jose C Paz,12
17400492BAEcobici,184 - Pedro Echague,22
