Id_recorrido,estacion_origen,estacion_destino,duracion_recorrido,latitud_origen,longitud_origen,latitud_destino,longitud_destino,distancia_de_viaje
17689131BAEcobici,397  -  PARQUE SANTOJANNI,123  -  BASUALDO Y RODO,1109,-34.6484,-58.5136,-34.6523,-58.4874,2.435513396457344
17578437BAEcobici,261  -  QUINTEROS LIDORO,261  -  QUINTEROS LIDORO,1205,-34.5523,-58.4509,-34.5523,-58.4509,0.0
17572642BAEcobici,247  -  PLAZA LUCIO DEMARE,262  -  HOLMBERG,1770,-34.5457,-58.4651,-34.5667,-58.4791,2.663903022671712
17492969BAEcobici,173  -  EL LIBERTADOR,265  -  PLAZA EXODO JUJENO,630,-34.5944,-58.5032,-34.5826,-58.481,2.418989133343428
17531668BAEcobici,151  -  AIME PAINE,084  -  TEATRO PICADERO,1331,-34.612,-58.3615,-34.6042,-58.3937,3.0719145795644134
17574570BAEcobici,165  -  PLAZA MONSENOR MIGUEL DE ANDREA,187  -  JOSE MARIA MORENO,2282,-34.597,-58.4076,-34.6202,-58.4356,3.636145330629729
17542507BAEcobici,017  -  PLAZA ALMAGRO,333  -  PARQUE DE LA ESTACION,277,-34.6064,-58.4185,-34.608,-58.4118,0.6384767964937669
17684913BAEcobici,160  -  GODOY CRUZ Y LIBERTADOR,056  -  PLAZA PALERMO VIEJO,912,-34.5728,-58.4207,-34.5887,-58.4262,1.8383030056507648
17428152BAEcobici,080  -  VALLE,074  -  INSTITUTO LELOIR,765,-34.6244,-58.4342,-34.6046,-58.4348,2.2023441156709125
17683816BAEcobici,003  -  ADUANA,112  -  9 DE JULIO,464,-34.6112,-58.3696,-34.6121,-58.3805,1.002529068051594
17633176BAEcobici,168  -  ESTADOS UNIDOS,023  -  SUIPACHA,1124,-34.6185,-58.3815,-34.6001,-58.3797,2.0526076918356106
17584622BAEcobici,094  -  GUZMAN,223  -  GAINZA,1148,-34.5917,-58.4497,-34.6168,-58.4467,2.8044660176013565
17481071BAEcobici,045  -  URUGUAY,045  -  URUGUAY,458,-34.6022,-58.3866,-34.6022,-58.3866,0.0
17587718BAEcobici,289  -  MONTANESES,396  -  PLAZA ALBERTI,205,-34.5514,-58.4541,-34.55571,-58.45789,0.5917349316011281
17577860BAEcobici,003  -  ADUANA,079  -  AZUCENA VILLAFLOR,250,-34.6112,-58.3696,-34.612,-58.3639,0.5291706038888286
17451060BAEcobici,005  -  PLAZA ITALIA,390  -  DE LOS OMBUES,1262,-34.5808,-58.4204,-34.56,-58.428,2.415268934670812
17404389BAEcobici,112  -  9 DE JULIO,107  -  HOSPITAL GARRAHAN,1067,-34.6121,-58.3805,-34.6303,-58.3963,2.4871351960957417
17678256BAEcobici,169  -  FACULTAD DE PSICOLOGIA,008  -  CONGRESO,765,-34.6118,-58.4117,-34.6101,-58.3891,2.0768936981583557
